state,collection_date,ICU Beds Occupied Estimated,Count LL,Count UL,Percentage of ICU Beds Occupied Estimated,Percentage LL,Percentage UL,Total ICU Beds,Total LL,Total UL,Deaths,Negative tests,Positive Tests,Total Tests,
IN,2020-10-28,1536,1536,1536,72.97,72.72,73.21,2105,2102,2108,4227,1487978,169112,2783748,
KS,2020-10-28,601,600,602,77.25,76.54,77.96,778,775,781,1007,550988,82045,633033,
KY,2020-10-28,1150,1149,1150,76.03,76.03,76.03,1512,1512,1512,1442,1729875,101494,1831369,
LA,2020-10-28,1204,1204,1205,68.65,68.36,68.95,1754,1752,1757,5890,2552579,185822,2738401,
MA,2020-10-28,994,994,994,51.99,51.99,51.99,1912,1912,1912,9924,2534122,154218,5865571,
MD,2020-10-28,1010,1010,1010,79.22,79.22,79.22,1275,1275,1275,4115,1763527,142425,3333562,
ME,2020-10-28,227,226,228,70.28,69.48,71.08,323,322,324,146,596916,6387,603303,
MI,2020-10-28,2078,2076,2079,81.14,78.24,84.03,2560,2519,2602,7606,4562068,185934,4748002,
MN,2020-10-28,786,786,786,76.68,76.68,76.68,1025,1025,1025,2387,1662060,139444,2713077,
MO,2020-10-28,1548,1531,1566,70.39,67.92,72.85,2200,2179,2221,2870,1306604,174632,2454427,
MS,2020-10-28,666,666,666,89.28,89.28,89.28,746,746,746,3302,763987,117617,881604,
MT,2020-10-28,180,179,181,78.82,76.96,80.67,203,183,223,325,454504,29966,484470,
NC,2020-10-28,1953,1953,1953,80.44,80.44,80.44,2428,2428,2428,4245,3656906,266136,3923042,
ND,2020-10-28,117,89,144,57.7,6.07,109.33,202,153,252,493,247617,40127,804167,
NE,2020-10-28,422,420,424,68.4,67.24,69.55,617,615,619,620,511647,65376,894385,
NH,2020-10-28,160,151,170,56.91,38.52,75.31,282,252,312,478,326150,10641,595707,
NJ,2020-10-28,1400,1400,1400,62.31,62.31,62.31,2247,2247,2247,16324,4290614,243391,4534005,
NM,2020-10-28,320,280,359,83.42,52.51,114.33,383,338,428,991,1097360,43826,1141186,
NV,2020-10-28,622,622,623,72.89,72.89,72.89,854,854,854,1766,700771,97479,1227689,
NY,2020-10-28,4205,4150,4260,60.75,57.55,63.94,6922,6813,7031,25773,13574841,500677,14075518,
OH,2020-10-28,2754,2754,2754,73.15,73.15,73.15,3765,3765,3765,5256,4105118,205347,4310465,
OK,2020-10-28,818,809,827,68.91,66.43,71.39,1187,1175,1199,1286,1456714,119152,1575866,
OR,2020-10-28,503,487,518,65.08,56.52,73.64,773,739,806,664,794187,42808,1395967,
PA,2020-10-28,3030,3028,3033,79.75,79.31,80.19,3800,3791,3809,8718,2269246,200674,2469920,
RI,2020-10-28,136,136,136,86.08,86.08,86.08,158,158,158,1192,394411,31944,1091988,
SC,2020-10-28,1006,999,1013,76.91,75.09,78.73,1308,1297,1319,3876,1580290,173491,1753781,
SD,2020-10-28,146,145,147,72.28,69.49,75.07,202,199,205,384,209296,42000,251296,
TN,2020-10-28,1729,1729,1729,82.68,82.68,82.68,1992,1906,2078,3241,3354393,254220,3608613,
TX,2020-10-28,5858,5774,5943,84.04,80.43,87.65,6971,6877,7064,17700,7357982,879994,8237976,
UT,2020-10-28,387,386,388,62.02,58.36,65.68,624,610,638,588,911159,108803,1346969,
VA,2020-10-28,1324,1254,1395,66.06,55.46,76.66,2005,1930,2080,3616,2386559,176754,2563313,
VT,2020-10-28,72,72,72,70.59,70.59,70.59,102,102,102,58,183439,2138,395571,
WA,2020-10-28,936,893,980,70.01,57.98,82.05,1092,995,1188,2337,2254410,108185,2362595,
WI,2020-10-28,1070,1067,1072,66.89,66.35,67.42,1599,1596,1602,1943,1795161,221559,3160380,
WV,2020-10-28,479,479,479,75.91,75.91,75.91,631,631,631,436,725895,23064,748959,
WY,2020-10-28,57,56,58,49.14,43.86,54.41,116,112,120,77,113686,12146,275282,
AK,2020-10-29,99,99,99,75,75,75,132,132,132,77,569787,14481,584268,
AL,2020-10-29,1309,1309,1309,87.27,87.27,87.27,1500,1500,1500,2914,1165898,189149,1327435,
AR,2020-10-29,781,781,781,75.17,73.57,76.76,1039,1029,1049,1894,1223702,109712,1325290,
AZ,2020-10-29,1092,1091,1093,56.46,55.86,57.07,1934,1926,1942,5918,1508827,242480,2775736,
CA,2020-10-29,5106,5096,5116,70.54,70.06,71.03,7238,7222,7254,17541,17410867,912904,18323771,
CO,2020-10-29,876,867,886,71.73,69.16,74.31,1222,1209,1234,2268,1101195,102014,1936408,
CT,2020-10-29,525,525,525,49.81,49.81,49.81,1054,1054,1054,4609,2187446,70446,2257892,
DC,2020-10-29,281,281,281,75.95,75.95,75.95,370,370,370,645,492790,17074,509864,
DE,2020-10-29,136,136,136,79.07,79.07,79.07,172,172,172,689,321870,24553,546837,
FL,2020-10-29,4931,4816,5047,73.92,68.57,79.26,6672,6535,6808,16854,5284167,784331,9855604,
GA,2020-10-29,2168,2156,2180,82.91,81.35,84.46,2615,2598,2632,7923,3159314,356848,3516162,
HI,2020-10-29,142,134,150,59.41,50.19,68.64,239,239,239,213,501966,15039,517005,
IA,2020-10-29,544,543,545,79.07,79.07,79.07,688,688,688,1693,763882,114982,878864,
ID,2020-10-29,208,208,208,70.27,70.27,70.27,296,296,296,599,324021,61785,378214,
IL,2020-10-29,2328,2301,2354,61.43,59.04,63.82,3789,3750,3828,9945,7146640,400171,7546811,
IN,2020-10-29,1518,1518,1518,70.97,70.97,70.97,2139,2139,2139,4260,1498363,172730,2822852,
KS,2020-10-29,606,606,606,77.89,77.89,77.89,778,778,778,1007,550988,82045,633033,
KY,2020-10-29,1130,1115,1146,74.77,74.77,74.77,1512,1512,1512,1461,1737796,103305,1841101,
LA,2020-10-29,1214,1210,1217,69.35,68.37,70.34,1750,1741,1759,5908,2565581,186216,2751797,
MA,2020-10-29,987,987,987,51.62,51.62,51.62,1912,1912,1912,9951,2551212,155564,5931323,
MD,2020-10-29,998,998,998,79.46,79.46,79.46,1256,1256,1256,4127,1773461,143387,3361281,
ME,2020-10-29,229,228,230,71.23,70.32,72.14,322,320,323,146,605445,6467,611912,
MI,2020-10-29,2036,2014,2057,79.67,77.11,82.22,2555,2530,2580,7653,4610674,190043,4800717,
MN,2020-10-29,778,775,782,75.73,75.73,75.73,1028,1028,1028,2419,1678084,142311,2742869,
MO,2020-10-29,1544,1544,1544,70.18,70.18,70.18,2200,2200,2200,2899,1312924,177693,2474396,
MS,2020-10-29,658,653,662,88.37,86.51,90.24,744,738,750,3310,804264,118587,922851,
MT,2020-10-29,185,185,185,80.39,80.39,80.39,204,186,222,337,456754,30853,487607,
NC,2020-10-29,1964,1964,1964,81.02,81.02,81.02,2424,2424,2424,4283,3692322,269021,3961343,
ND,2020-10-29,113,91,134,56.11,15.92,96.29,201,163,239,504,248390,41355,812012,
NE,2020-10-29,436,434,437,70.24,69.67,70.81,620,619,621,628,514184,66545,905290,
NH,2020-10-29,169,169,169,59.93,59.93,59.93,282,282,282,482,328492,10768,602730,
NJ,2020-10-29,1390,1387,1394,62.05,61.47,62.62,2241,2235,2247,16332,4337984,245364,4583348,
NM,2020-10-29,322,317,326,82.97,79.79,86.15,388,384,391,994,1108281,44904,1153185,
NV,2020-10-29,620,620,621,72.42,68.36,76.48,856,836,877,1769,700064,98554,1231112,
NY,2020-10-29,4204,4188,4220,61.02,60.2,61.84,6890,6865,6915,25792,13740695,503176,14243871,
OH,2020-10-29,2746,2738,2755,72.91,72.18,73.64,3767,3756,3778,5275,4151640,208937,4360577,
OK,2020-10-29,833,826,840,70.47,68,72.95,1182,1168,1196,1306,1465992,120193,1586185,
OR,2020-10-29,505,505,505,64.66,64.47,64.85,781,780,782,671,797821,43228,1410226,
PA,2020-10-29,3022,3016,3028,79.53,78.94,80.11,3800,3790,3810,8762,2282828,202876,2485704,
RI,2020-10-29,139,139,139,85.28,85.28,85.28,163,163,163,1195,397028,32312,1106382,
SC,2020-10-29,1010,1010,1010,77.39,77.39,77.39,1305,1305,1305,3889,1599151,174591,1773742,
SD,2020-10-29,152,152,152,75.25,75.25,75.25,202,202,202,403,210514,43000,253514,
TN,2020-10-29,1768,1768,1768,80.44,80.44,80.44,2096,2010,2182,3263,3380763,256880,3637643,
TX,2020-10-29,5856,5772,5940,83.62,80.03,87.21,7003,6910,7096,17819,7431960,886820,8318780,
UT,2020-10-29,418,418,418,66.99,63.58,70.4,624,611,637,598,919232,110640,1361952,
VA,2020-10-29,1318,1318,1318,65.22,65.22,65.22,2021,2021,2021,3636,2405622,178183,2583805,
VT,2020-10-29,71,53,89,69.61,15.08,124.14,102,81,123,58,184416,2154,398109,
WA,2020-10-29,936,881,990,68.62,52.5,84.74,1101,993,1209,2353,2274072,109260,2383332,
WI,2020-10-29,1054,1052,1055,66.01,65.73,66.28,1596,1594,1598,2003,1803465,226705,3198101,
WV,2020-10-29,493,493,493,78.38,74.41,82.34,629,615,643,443,736180,23466,759646,
WY,2020-10-29,50,48,52,43.1,35.8,50.4,116,111,121,87,116955,12507,279435,
AK,2020-10-30,91,91,91,71.65,71.65,71.65,127,127,127,81,571465,14858,586323,
AL,2020-10-30,1291,1290,1292,85.5,85.41,85.58,1510,1510,1510,2932,1172969,190496,1335689,
AR,2020-10-30,775,774,776,75.17,75.17,75.17,1031,1031,1031,1900,1234166,110874,1336571,
AZ,2020-10-30,1076,1063,1088,56.04,52.23,59.86,1919,1875,1963,5934,1520739,244045,2804634,
CA,2020-10-30,5108,5102,5115,70.91,70.6,71.22,7204,7194,7214,17571,17527605,916918,18444523,
CO,2020-10-30,887,887,887,72.23,72.23,72.23,1228,1228,1228,2278,1110041,104426,1963585,
CT,2020-10-30,531,531,531,50.81,50.81,50.81,1045,1045,1045,4616,2217377,71207,2288584,
DC,2020-10-30,278,278,278,74.93,74.93,74.93,371,371,371,646,496986,17144,514130,
DE,2020-10-30,129,129,129,75,75,75,172,172,172,704,323776,24751,550857,
FL,2020-10-30,4913,4760,5065,74.21,67.09,81.34,6620,6439,6801,16927,5284167,789714,9943626,
GA,2020-10-30,2177,2176,2178,83.67,83.5,83.84,2602,2600,2604,7955,3177600,358225,3535825,
HI,2020-10-30,141,141,141,59.24,59.24,59.24,238,238,238,215,506743,15116,521859,
IA,2020-10-30,528,528,528,76.97,76.97,76.97,686,686,686,1706,767067,117185,884252,
ID,2020-10-30,202,201,203,68.24,66.48,70.01,296,293,299,615,326039,62746,381008,
IL,2020-10-30,2302,2301,2303,60.87,60.27,61.46,3782,3768,3796,9994,7234808,408660,7643468,
IN,2020-10-30,1498,1494,1503,69.5,68.73,70.27,2156,2148,2164,4286,1508890,175893,2863919,
KS,2020-10-30,618,557,680,79.88,57.31,102.44,774,714,834,1029,557601,85181,642782,
KY,2020-10-30,1102,1101,1104,72.92,72.46,73.37,1512,1509,1515,1476,1770888,105242,1876130,
LA,2020-10-30,1200,1200,1200,69.48,69.48,69.48,1727,1727,1727,5919,2577022,186649,2763671,
MA,2020-10-30,988,988,988,51.67,51.67,51.67,1912,1912,1912,9975,2569972,157146,6009927,
MD,2020-10-30,995,995,995,78.22,78.22,78.22,1272,1272,1272,4137,1782204,144314,3389678,
ME,2020-10-30,230,229,230,70.18,70.18,70.18,327,327,327,146,616843,6570,623413,
MI,2020-10-30,2054,2030,2077,80.06,77.18,82.93,2565,2536,2594,7665,4668695,193388,4862083,
MN,2020-10-30,804,802,805,79.08,79.08,79.08,1016,1016,1016,2437,1691334,145465,2774695,
MO,2020-10-30,1567,1567,1567,71.45,71.45,71.45,2193,2193,2193,2925,1319082,180200,2494866,
MS,2020-10-30,656,644,668,87.82,83.14,92.49,747,734,760,3328,804264,119336,923600,
MT,2020-10-30,160,160,160,74.42,74.42,74.42,215,197,233,364,460713,31916,492629,
NC,2020-10-30,1928,1928,1928,79.37,79.37,79.37,2429,2429,2429,4332,3733961,271830,4005791,
ND,2020-10-30,122,122,122,58.37,58.37,58.37,209,209,209,517,249455,42733,823327,
NE,2020-10-30,447,444,450,72.33,70.71,73.95,618,613,623,637,517948,68150,920664,
NH,2020-10-30,169,169,169,59.93,59.93,59.93,282,282,282,482,328600,10884,609924,
NJ,2020-10-30,1388,1361,1416,61.67,57.99,65.35,2252,2222,2281,16339,4337984,247762,4585746,
NM,2020-10-30,326,321,331,83.59,80.47,86.71,390,386,394,1007,1115978,45909,1161887,
NV,2020-10-30,627,627,627,73.25,73.25,73.25,856,856,856,1777,703799,99786,1242709,
NY,2020-10-30,4183,4159,4207,60.42,59.26,61.58,6923,6890,6956,25804,13885325,505431,14390756,
OH,2020-10-30,2753,2749,2757,73.47,73.24,73.7,3747,3747,3747,5291,4198587,212782,4411369,
OK,2020-10-30,830,830,830,70.58,70.54,70.62,1176,1176,1176,1326,1480280,121495,1601775,
OR,2020-10-30,510,509,511,65.3,65.3,65.3,781,781,781,673,805002,43793,1425532,
PA,2020-10-30,3024,3024,3025,79.32,79.13,79.51,3813,3809,3817,8784,2297983,205517,2503500,
RI,2020-10-30,124,124,124,84.35,84.35,84.35,147,147,147,1201,400002,32874,1124307,
SC,2020-10-30,974,972,975,75.06,74.66,75.46,1297,1295,1299,3896,1612766,175594,1788360,
SD,2020-10-30,149,149,149,76.8,76.8,76.8,194,194,194,415,212097,44559,256656,
TN,2020-10-30,1774,1772,1775,79.82,79.82,79.82,2109,2023,2195,3341,3402601,259488,3662089,
TX,2020-10-30,5843,5812,5874,84.12,82.66,85.57,6946,6905,6988,17934,7507018,893451,8400469,
UT,2020-10-30,413,413,413,66.19,63.56,68.81,624,614,634,601,926583,112932,1377493,
VA,2020-10-30,1307,1307,1307,64.77,64.77,64.77,2018,2018,2018,3643,2427025,179639,2606664,
VT,2020-10-30,74,51,97,72.55,2.37,142.73,102,75,129,58,184972,2173,403053,
WA,2020-10-30,949,901,998,73.73,58.68,88.79,1211,1116,1307,2359,2294990,110362,2405352,
WI,2020-10-30,1062,1060,1065,66.36,65.74,66.99,1601,1596,1606,2029,1817061,232062,3235669,
WV,2020-10-30,473,473,473,75.2,75.2,75.2,629,629,629,451,745312,23990,769302,
WY,2020-10-30,52,52,52,44.83,43.17,46.49,116,115,117,87,116955,13028,283120,
AK,2020-10-31,94,94,94,72.31,72.31,72.31,130,130,130,82,588895,15312,604207,
AL,2020-10-31,1267,1261,1273,84.13,82.47,85.79,1506,1494,1518,2967,1181958,192285,1346253,
AR,2020-10-31,730,729,732,70.85,69.27,72.44,1031,1021,1041,1925,1243490,112190,1346972,
AZ,2020-10-31,1049,1046,1052,55.39,54.67,56.1,1894,1886,1902,5979,1531423,245946,2829519,
CA,2020-10-31,4920,4915,4926,68.5,68.25,68.75,7183,7176,7190,17626,17680312,922005,18602317,
CO,2020-10-31,886,885,887,71.62,71.38,71.87,1237,1236,1238,2285,1122056,107350,2004722,
CT,2020-10-31,531,531,531,50.81,50.81,50.81,1045,1045,1045,4616,2217377,71207,2288584,
DC,2020-10-31,264,264,264,71.74,71.74,71.74,368,368,368,646,496864,17266,514130,
DE,2020-10-31,137,137,137,79.65,79.65,79.65,172,172,172,708,325777,24951,554871,
FL,2020-10-31,4805,4638,4972,72.89,65,80.78,6592,6392,6793,16969,5334795,791997,9979348,
GA,2020-10-31,2118,2087,2149,81.12,77.42,84.82,2611,2573,2649,7979,3201892,360790,3562682,
HI,2020-10-31,145,145,145,60.17,60.17,60.17,241,241,241,216,510814,15216,526030,
IA,2020-10-31,530,530,530,77.49,77.49,77.49,684,684,684,1716,770677,119755,890432,
ID,2020-10-31,219,219,219,73.99,73.99,73.99,296,296,296,626,328080,63810,383914,
IL,2020-10-31,2272,2248,2296,60.04,57.55,62.53,3784,3739,3829,10050,7319545,416559,7736104,
IN,2020-10-31,1488,1487,1488,69.03,68.79,69.26,2155,2152,2158,4332,1519650,179358,2910617,
KS,2020-10-31,629,549,709,79.42,50.9,107.94,792,714,870,1029,557601,85181,642782,
KY,2020-10-31,1122,1122,1122,74.21,74.21,74.21,1512,1512,1512,1485,1788434,107219,1895653,
LA,2020-10-31,1205,1201,1209,69.57,68.58,70.56,1732,1723,1741,5919,2577022,186649,2763671,
MA,2020-10-31,968,967,969,50.68,50.68,50.68,1910,1910,1910,9991,2586802,158576,6103161,
MD,2020-10-31,976,974,979,77.75,77.09,78.41,1256,1253,1259,4147,1793391,145281,3422662,
ME,2020-10-31,225,224,226,69.77,68.53,71,322,321,324,147,616843,6668,623511,
MI,2020-10-31,2002,2001,2003,78.74,78.57,78.91,2543,2541,2545,7699,4714186,197406,4911592,
MN,2020-10-31,767,767,767,75.27,75.27,75.27,1019,1019,1019,2457,1705786,148472,2809133,
MO,2020-10-31,1540,1540,1540,71.33,71.33,71.33,2159,2159,2159,3024,1326969,183186,2517550,
MS,2020-10-31,628,621,635,84.3,81.8,86.79,745,739,751,3334,804264,120160,924424,
MT,2020-10-31,152,142,162,70.7,50.77,90.62,215,194,236,375,466114,32801,498915,
NC,2020-10-31,1875,1873,1877,77.48,77.2,77.76,2420,2417,2423,4378,3780521,274635,4055156,
ND,2020-10-31,119,97,140,61.19,19.44,102.94,194,156,232,529,250148,44194,832109,
NE,2020-10-31,428,428,428,68.81,68.81,68.81,622,622,622,646,521373,69645,938123,
NH,2020-10-31,156,156,156,55.32,55.32,55.32,282,282,282,483,334848,11084,616594,
NJ,2020-10-31,1377,1372,1382,61.09,60.42,61.76,2254,2249,2259,16350,4418220,249513,4667733,
NM,2020-10-31,318,312,324,75.53,71.62,79.44,421,415,427,1018,1126230,46490,1172720,
NV,2020-10-31,606,606,606,71.13,71.13,71.13,852,852,852,1777,707724,100763,1253083,
NY,2020-10-31,4095,4060,4130,59.61,57.9,61.32,6870,6821,6919,25807,14020238,507480,14527718,
OH,2020-10-31,2670,2667,2674,71.11,70.89,71.34,3755,3753,3757,5301,4251747,215697,4467444,
OK,2020-10-31,815,784,846,69.48,61.56,77.4,1173,1140,1206,1337,1494632,122762,1617394,
OR,2020-10-31,506,499,512,65.16,62.47,67.86,776,768,784,675,810549,44389,1441159,
PA,2020-10-31,2913,2903,2922,76.71,75.81,77.6,3797,3782,3812,8812,2314634,208027,2522661,
RI,2020-10-31,126,126,126,78.26,78.26,78.26,161,161,161,1204,403153,33408,1141927,
SC,2020-10-31,957,957,957,73.84,73.84,73.84,1296,1296,1296,3935,1625438,176612,1802050,
SD,2020-10-31,150,149,151,77.32,74.35,80.29,194,191,197,425,213540,45992,259532,
TN,2020-10-31,1737,1737,1737,78.51,78.51,78.51,2099,2016,2182,3353,3411101,260672,3671773,
TX,2020-10-31,5839,5776,5903,83.47,80.77,86.17,6996,6925,7066,18024,7578929,900596,8479525,
UT,2020-10-31,406,406,406,65.06,65.06,65.06,624,624,624,604,932163,114656,1389062,
VA,2020-10-31,1288,1227,1349,63.79,53.61,73.98,2019,1933,2105,3654,2444862,181190,2626052,
VT,2020-10-31,71,45,97,69.61,-8.36,147.58,102,72,132,58,185957,2195,408161,
WA,2020-10-31,935,884,986,71.87,55.46,88.29,1218,1114,1323,2366,2314778,111607,2426385,
WI,2020-10-31,1074,1073,1075,66.92,66.69,67.14,1605,1603,1607,2092,1826636,237870,3289120,
WV,2020-10-31,468,468,468,74.76,74.76,74.76,626,612,640,457,754034,24460,778494,
WY,2020-10-31,51,48,54,43.68,33.01,54.35,116,109,123,87,117262,13298,283918,
AK,2020-11-01,88,88,88,68.22,68.22,68.22,129,129,129,83,588544,15663,604207,
AL,2020-11-01,1242,1238,1246,82.52,81.68,83.37,1505,1500,1510,2973,1187341,193985,1352580,
AR,2020-11-01,707,705,709,68.77,68.17,69.38,1028,1025,1031,1925,1243490,112190,1346972,
AZ,2020-11-01,1042,1041,1044,56.14,55.74,56.54,1857,1853,1861,5981,1544171,247473,2842876,
CA,2020-11-01,4856,4840,4872,67.97,67.26,68.68,7145,7125,7165,17667,17816781,926534,18743315,
CO,2020-11-01,861,861,861,69.05,68.84,69.25,1247,1246,1248,2288,1133557,109910,2034795,
CT,2020-11-01,532,532,532,50.91,50.91,50.91,1045,1045,1045,4616,2217377,71207,2288584,
DC,2020-11-01,244,244,244,70.11,70.11,70.11,348,348,348,646,507877,17369,525246,
DE,2020-11-01,133,133,133,77.33,77.33,77.33,172,172,172,710,327222,25126,561267,
FL,2020-11-01,4565,4392,4739,70.18,61.85,78.5,6506,6297,6714,16997,5379089,796802,10086898,
GA,2020-11-01,2098,2064,2131,80.28,76.26,84.31,2613,2572,2654,7981,3222129,361982,3584111,
HI,2020-11-01,143,143,143,60.08,60.08,60.08,238,238,238,219,514980,15284,530264,
IA,2020-11-01,517,516,518,75.42,75.01,75.83,686,684,687,1717,775208,121967,897175,
ID,2020-11-01,212,212,213,71.79,71.79,71.79,296,296,296,629,329583,64608,385982,
IL,2020-11-01,2192,2161,2222,57.82,54.75,60.88,3791,3736,3846,10075,7391023,423539,7814562,
IN,2020-11-01,1478,1478,1478,68.49,68.26,68.72,2158,2155,2161,4364,1527836,182108,2941037,
KS,2020-11-01,603,541,664,75.72,53.57,97.87,796,736,856,1029,557601,85181,642782,
KY,2020-11-01,1109,1107,1112,73.37,72.98,73.76,1512,1512,1512,1489,1787011,108642,1895653,
LA,2020-11-01,1174,1174,1174,67.12,67.12,67.12,1749,1746,1752,5926,2595398,187720,2783118,
MA,2020-11-01,924,924,924,48.38,48.38,48.38,1910,1910,1910,10013,2602387,159707,6165624,
MD,2020-11-01,936,936,936,74.64,74.64,74.64,1254,1254,1254,4152,1803035,146145,3452416,
ME,2020-11-01,226,198,254,70.19,43.71,96.67,322,291,353,147,616843,6715,623558,
MI,2020-11-01,1954,1946,1962,76.65,75.64,77.66,2550,2539,2560,7699,4714186,197406,4911592,
MN,2020-11-01,730,729,732,72.47,72.47,72.47,1008,1008,1008,2475,1719173,150672,2836227,
MO,2020-11-01,1492,1491,1494,69.24,69.03,69.45,2156,2154,2157,3026,1333181,185535,2535182,
MS,2020-11-01,624,610,637,84.37,79.03,89.72,739,724,754,3348,804264,120500,924764,
MT,2020-11-01,146,145,147,67.91,54.08,81.74,215,197,233,376,468209,33495,501704,
NC,2020-11-01,1840,1838,1842,76.1,75.8,76.39,2418,2415,2421,4383,3818673,276692,4095365,
ND,2020-11-01,111,84,139,63.31,3.76,122.86,176,127,225,536,250750,45344,841049,
NE,2020-11-01,395,392,398,63.92,62.3,65.53,618,613,623,652,523700,70732,945178,
NH,2020-11-01,142,142,142,50.35,50.35,50.35,282,282,282,483,336796,11214,616594,
NJ,2020-11-01,1274,1266,1282,57.66,56.46,58.86,2210,2198,2221,16354,4418220,251639,4669859,
NM,2020-11-01,318,309,327,78.33,72.4,84.25,406,399,413,1026,1135282,47232,1182514,
NV,2020-11-01,630,630,630,74.12,74.12,74.12,850,850,850,1781,711711,101479,1263183,
NY,2020-11-01,4026,3993,4060,58.73,57.07,60.38,6856,6808,6904,25824,14166918,509735,14676653,
OH,2020-11-01,2549,2530,2568,67.34,66.14,68.54,3785,3783,3787,5303,4305833,219000,4524833,
OK,2020-11-01,826,821,830,71.69,70.42,72.96,1152,1146,1157,1345,1494632,124111,1618743,
OR,2020-11-01,465,456,473,60.96,56.43,65.49,762,745,780,689,817028,44921,1467857,
PA,2020-11-01,2852,2844,2859,75.26,74.55,75.97,3789,3777,3801,8817,2327810,209936,2537746,
RI,2020-11-01,120,114,126,82.76,70.73,94.78,145,139,151,1207,405446,33888,1153827,
SC,2020-11-01,928,867,990,72.37,57.45,87.29,1283,1209,1357,3936,1649329,178023,1827352,
SD,2020-11-01,149,149,149,75.25,74.87,75.64,198,198,198,437,214841,47324,262165,
TN,2020-11-01,1696,1696,1696,76.92,76.92,76.92,2093,2010,2176,3353,3421747,261426,3683173,
TX,2020-11-01,5845,5823,5868,84.95,83.85,86.04,6881,6849,6914,18077,7545573,972330,8517903,
UT,2020-11-01,390,390,390,62.5,62.5,62.5,624,624,624,614,936881,116510,1398355,
VA,2020-11-01,1256,1254,1259,62.17,61.86,62.48,2021,2020,2022,3655,2465267,182392,2647659,
VT,2020-11-01,68,41,95,66.67,-15.07,148.4,102,70,134,58,186372,2212,412747,
WA,2020-11-01,900,857,944,68.87,54.17,83.58,1230,1130,1330,2366,2337368,112754,2450122,
WI,2020-11-01,1030,1026,1033,64.3,63.61,65,1601,1597,1605,2110,1841205,241423,3310356,
WV,2020-11-01,458,458,458,73.16,73.16,73.16,626,626,626,457,762703,24883,787586,
WY,2020-11-01,48,44,51,41.24,28.5,53.97,116,108,124,87,117262,13723,284746,
AK,2020-11-02,84,84,84,66.67,66.67,66.67,126,126,126,84,604163,16007,620170,
AL,2020-11-02,1252,1252,1252,83.08,82.9,83.26,1507,1505,1509,2973,1190436,194892,1356420,
AR,2020-11-02,732,732,732,71.48,71.48,71.48,1024,1024,1024,1985,1258726,113641,1363429,
AZ,2020-11-02,1014,1014,1014,54.66,54.66,54.66,1855,1855,1855,5982,1550382,248139,2855088,
CA,2020-11-02,4782,4773,4790,67.11,66.77,67.45,7125,7116,7134,17672,17981873,930628,18912501,
CO,2020-11-02,861,860,862,69.21,69.21,69.21,1244,1244,1244,2292,1144181,112147,2060642,
CT,2020-11-02,518,517,519,49.15,49.15,49.15,1054,1054,1054,4627,2294136,73858,2367994,
DC,2020-11-02,261,261,261,73.52,73.52,73.52,355,355,355,647,510736,17438,528174,
DE,2020-11-02,132,132,132,76.74,76.74,76.74,172,172,172,710,329359,25311,565983,
FL,2020-11-02,4611,4434,4788,71.14,62.67,79.6,6482,6273,6692,17043,5399014,801371,10126764,
GA,2020-11-02,2083,2071,2094,79.8,78.27,81.32,2610,2593,2627,7999,3233779,362921,3596700,
